id,happiness_d,sadness_d,fear_d,anger_d,surprise_d,disgust_d,age_d,gender_d,edu_d,race_d,race_d_5_TEXT,employment_d,political_d,class_d,ladder_d,happiness_ai,sadness_ai,fear_ai,anger_ai,surprise_ai,disgust_ai,happiness_r,sadness_r,fear_r,anger_r,surprise_r,disgust_r,understood,validated,affirmed,seen,accepted,caredfor,accuracy1,accuracy2,knewmean_p,knewmean_b,understood_p,understood_b,close_p,connect_p,trust_p,close_b,connect_b,trust_b,lonely,connected,distressed,excited,upset,guilty,scared,enthusiastic,ashamed,nervous,happy,sad,surprised,hopeful,optimistic,ambivalent,uneasy,unnerved,creeped,uncomfortable,bothered,loneliness1,loneliness2,loneliness3,convey.thoughts,have.exp,longing.or.hoping,exp.embrssment,understand.feeling,feel.afraid,feel.hungry,exp.joy,remember,tell.right.from.wrong,exp.pain,personality,make.plans,exp.pleasure,exp.pride,exp.anger,self.restraint,think,familiar_bing,familiar_gpt,familiar_bard,often_bing,often_gpt,often_bard,atti_bing,atti_gpt,atti_bard,loneliness,responseR,labelR,empathicaccuracy.ai,empathicaccuracy.r,experience,agency,feelheard,accuracy,understoodme,connection,statelonely,excitement,hope,fear,discomfort,distress,shame
60b69129f584ee4e38acf2a0,2,6,3,5,2,3,43,Male,5,1,,9,3,4,8,1,5,4,6,2,5,NA,NA,NA,NA,NA,NA,5,6,5,5,4,3,6,7,NA,4,NA,4,NA,NA,NA,3,3,4,2,6,1,4,2,1,1,5,1,2,5,2,3,7,5,2,1,1,1,1,2,1,2,1,6,5,2,1,5,1,1,1,6,3,1,3,5,1,2,2,4,3,5,7,3,2,6,1,1,2,0,1.333333333,ai response,ai label,1,NA,1.818181818,4.571428571,4.666666667,6.5,4,3.333333333,4,4.5,6,1.5,1,1.75,1
5f6817d32dac2317c0453f2a,2,4,1,2,1,5,35,Female,5,3,,9,2,3,6,1,3,2,4,1,5,1,2,1,1,1,3,7,7,7,7,7,5,6,7,NA,6,NA,5,NA,NA,NA,5,6,5,1,4,1,5,1,1,1,6,1,1,6,1,5,6,6,3,3,3,1,1,1,4,4,4,6,5,3,1,5,2,1,2,7,5,2,5,6,2,2,2,6,6,5,6,2,2,3,1,0,-1,0,4,human response,ai label,0.833333333,1,2.454545455,5.857142857,6.666666667,6.5,5.5,5.333333333,2.5,5.5,6,1,2.333333333,1,1
6479f2a05e037dbc74dc027d,3,5,6,3,1,4,56,Male,6,1,,9,6,4,6,1,3,4,5,2,4,NA,NA,NA,NA,NA,NA,5,5,5,6,6,5,6,6,NA,6,NA,6,NA,NA,NA,4,4,5,2,3,2,5,2,2,2,5,2,2,4,2,3,5,4,2,2,2,2,2,2,4,3,3,5,4,2,2,4,4,2,3,6,6,2,5,4,2,3,2,3,6,4,4,4,3,4,1,1,1,0,3.333333333,ai response,ai label,1.5,NA,2.818181818,4.857142857,5.333333333,6,6,4.333333333,2.5,5,4.5,2,2,2,2
5658d6d67d69570012dfe258,1,7,4,5,2,6,48,woman,5,3,,16,1,3,4,1,5,4,6,3,2,NA,NA,NA,NA,NA,NA,7,6,6,7,6,6,7,7,7,NA,6,NA,5,6,6,NA,NA,NA,4,6,1,5,1,2,1,4,2,3,5,1,3,7,6,1,1,1,1,1,1,4,5,4,6,3,4,2,3,3,1,3,7,5,2,2,5,1,2,2,7,6,4,7,3,1,3,1,1,2,0,4.333333333,ai response,human label,1.333333333,NA,2.272727273,5.571428571,6.333333333,7,6.5,5.666666667,5,4.5,6.5,2,1,1,2
5f512c1e9fc9f031901410ac,1,7,3,3,1,3,44,female,6,3,,9,3,3,6,1,7,5,2,2,1,1,6,5,2,2,1,5,5,5,5,4,4,4,4,NA,3,NA,3,NA,NA,NA,3,3,3,4,4,2,3,3,1,1,2,1,2,5,2,1,4,5,3,2,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,0,0,0,4,human response,ai label,1,1.166666667,1,1,4.666666667,4,3,3,4,2.5,4.5,1.5,1.333333333,2.25,1
646d53d90b1b0ceddb776f59,3,5,6,7,4,5,48,Female,4,3,,10,4,2,4,1,6,5,4,2,3,2,5,4,4,5,3,3,5,4,5,5,6,4,3,NA,3,NA,3,NA,NA,NA,5,4,5,6,2,4,4,1,1,3,5,2,5,5,5,6,6,4,4,4,4,2,5,4,5,4,3,5,6,2,2,4,1,1,3,5,3,1,5,6,1,2,1,5,4,1,3,1,1,1,1,1,0,0,4,human response,ai label,1.833333333,1.5,2.272727273,4.571428571,4.666666667,3.5,3,4.666666667,4,4.5,5,4,4.333333333,3.5,1.5
606479c20b621e3a22d6c0d5,3,2,2,1,1,1,58,male,5,3,,9,6,3,6,2,3,4,3,5,1,NA,NA,NA,NA,NA,NA,6,6,7,5,5,5,6,6,7,NA,6,NA,4,4,5,NA,NA,NA,1,5,1,3,1,1,1,2,1,1,3,1,2,4,3,1,1,1,1,1,1,2,2,1,5,6,6,5,6,4,7,5,5,6,5,5,5,6,4,2,5,6,2,2,1,1,1,1,0,0,0,1.666666667,ai response,human label,1.666666667,NA,5,5.428571429,5.666666667,6,6.5,4.333333333,3,2.5,3.5,1,1,1,1
63ea4b3ebc5ddefbadfbce83,2,5,2,5,2,2,37,Male,5,3,,9,6,3,6,1,4,3,6,2,5,3,2,1,3,1,1,6,6,6,6,6,6,6,6,6,NA,6,NA,4,4,4,NA,NA,NA,2,4,1,2,2,2,1,3,1,2,4,2,2,4,5,4,2,2,2,2,1,2,2,2,4,4,4,4,4,4,1,4,4,4,4,4,5,4,4,4,4,4,2,5,1,1,4,1,0,0,0,2,human response,human label,1.166666667,1.5,3.727272727,4.142857143,6,6,6,4,3,2.5,4.5,1.5,2,1.5,1.5
646bbfb77ab727d9c05dd0da,3,6,1,1,4,5,60,female,5,3,,13,3,3,7,1,6,5,4,3,2,NA,NA,NA,NA,NA,NA,7,7,7,7,7,6,7,7,7,NA,7,NA,6,6,6,NA,NA,NA,1,6,1,3,1,2,1,5,1,1,5,2,4,5,6,2,1,2,1,1,1,2,3,2,5,1,1,1,5,1,1,1,5,5,1,4,5,1,1,1,1,1,1,3,1,1,1,1,0,0,0,2.333333333,ai response,human label,2.166666667,NA,1.272727273,3.857142857,6.833333333,7,7,6,3.5,4,5.5,1,1.333333333,1.25,1.5
64721b8657ab72945a1fc401,5,1,5,1,5,2,50,female,3,3,,9,7,2,5,1,4,6,3,2,4,2,5,5,4,1,3,7,2,6,6,4,4,5,5,NA,5,NA,5,NA,NA,NA,5,5,5,1,6,1,1,1,1,1,7,1,1,7,1,7,7,5,1,1,1,1,1,1,1,1,1,5,6,5,5,5,1,5,5,5,5,6,1,6,5,5,1,1,5,1,1,1,1,1,1,-3,-3,-3,1,human response,ai label,2.5,2.5,4.090909091,4.571428571,4.833333333,5,5,5,3.5,4,6,1,1,1,1
561d98e03d7fe8000b0f5e09,3,3,5,3,3,2,65,female,6,3,,10,2,3,7,4,3,5,2,3,2,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,6,6,NA,6,NA,6,NA,NA,NA,5,5,5,3,2,2,1,2,1,2,2,2,2,4,2,1,3,5,3,3,3,2,3,2,6,4,5,4,5,4,1,5,1,1,1,5,1,1,5,1,5,2,1,2,5,1,6,1,1,3,1,2,2,2,5,ai response,ai label,0.333333333,NA,2.454545455,3.285714286,5.833333333,6,6,5,2.5,1.5,4,2,3,2,1.5
5dab673188c639001080bec6,1,1,1,2,1,3,34,Male,5,3,,9,5,2,5,2,4,3,5,3,2,2,6,4,4,2,2,6,6,6,6,6,6,6,6,6,NA,6,NA,5,5,5,NA,NA,NA,1,6,1,3,1,1,1,4,1,1,6,1,1,6,5,1,1,1,1,1,2,1,2,1,7,4,4,1,5,1,1,1,5,4,1,4,1,1,4,1,2,5,5,4,1,1,3,1,1,1,0,1.333333333,human response,human label,2,2.166666667,2.090909091,4.142857143,6,6,6,5,3.5,3.5,5.5,1,1,1.25,1
5fa445e8397c7707e4b80341,1,3,2,2,1,1,30,woman,7,"3,4",,9,3,4,8,1,6,4,5,2,3,NA,NA,NA,NA,NA,NA,5,5,6,5,5,3,5,5,5,NA,5,NA,4,4,4,NA,NA,NA,3,4,2,1,4,1,1,1,2,1,3,4,1,3,2,1,1,1,1,1,1,2,3,3,6,1,1,1,2,1,1,1,6,2,2,1,4,1,2,1,2,3,3,5,1,1,3,1,-2,-2,-2,2.666666667,ai response,human label,1.833333333,NA,1.181818182,3.571428571,4.833333333,5,5,4,3.5,1,2.5,1,1,2.75,1.5
5f4beb12d01b150d4fe1d9f3,1,6,4,7,5,6,32,M,6,3,,9,4,2,3,1,6,3,6,4,5,NA,NA,NA,NA,NA,NA,3,5,3,2,5,2,3,5,NA,4,NA,2,NA,NA,NA,3,3,2,5,3,1,1,3,5,1,1,6,2,2,3,2,3,5,7,3,3,1,5,3,4,4,4,5,4,1,1,1,1,1,1,5,4,1,4,6,1,1,1,1,4,4,6,1,2,5,1,0,1,0,4,ai response,ai label,0.666666667,NA,1.545454545,3.714285714,3.333333333,4,3,2.666666667,4,1,4,1.5,3.666666667,2.5,5.5
63d86d675509ff61463bddcd,1,7,7,1,1,1,26,Female,3,1,,14,4,2,2,1,4,5,3,2,2,NA,NA,NA,NA,NA,NA,7,7,4,7,7,7,7,7,NA,7,NA,7,NA,NA,NA,4,4,7,1,7,4,1,1,1,3,7,7,7,4,1,7,7,4,4,7,4,1,1,4,1,3,3,7,1,1,1,3,1,1,1,1,1,1,1,1,1,7,1,4,7,1,1,1,1,1,1,0,0,0,2.333333333,ai response,ai label,1.5,NA,1.545454545,3.428571429,6.5,7,7,5,4,4,5.5,5,4,2.5,4
6413599d52dc6500b2430165,3,3,1,2,1,4,44,female,4,3,,12,4,2,3,1,7,5,4,3,2,1,7,4,2,3,5,7,6,6,7,7,6,7,6,6,NA,7,NA,6,6,6,NA,NA,NA,2,5,3,2,2,1,2,2,2,2,2,4,3,2,2,3,3,3,2,3,3,6,5,5,2,1,4,3,3,1,1,2,4,3,1,2,2,3,2,4,3,4,1,2,1,1,1,1,0,0,0,5.333333333,human response,human label,2.666666667,2,2.181818182,3,6.5,6.5,6.5,6,3.5,2,2,2,3,3,1.5
5cb489ff0cd1ed0017465d19,2,6,2,6,1,5,33,male,2,3,,9,5,1,2,1,6,4,6,2,5,1,7,4,3,1,3,6,7,6,7,7,5,6,6,NA,6,NA,6,NA,NA,NA,6,6,4,5,4,1,4,1,1,1,3,2,3,3,5,6,5,3,3,1,1,1,1,4,5,4,5,6,6,6,7,7,6,4,6,7,7,5,6,6,7,5,3,5,7,1,6,3,1,4,1,1,2,0,4.666666667,human response,ai label,0.666666667,1.5,5.545454545,6.428571429,6.333333333,6,6,5.333333333,4.5,3.5,4,2,1,2.75,1.5
6460181fc3a15babdad7bf3e,4,1,1,1,1,1,53,female,6,3,,10,7,2,2,4,3,2,2,3,1,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,7,7,NA,6,NA,6,NA,NA,NA,4,4,5,3,5,2,4,2,1,1,3,1,1,5,1,4,5,5,1,2,1,1,1,1,4,4,5,1,2,1,1,3,1,1,1,5,2,1,1,3,1,1,1,1,3,2,5,2,1,4,1,0,0,0,4.333333333,ai response,ai label,1,NA,1.090909091,2.571428571,5.666666667,7,6,4.333333333,4,3.5,5,1,1.333333333,1.5,1
5ce747ed05a2e2001941e790,1,7,7,5,5,7,49,female,4,3,,9,3,2,5,1,7,6,4,3,2,1,7,7,5,6,1,6,6,6,6,6,6,6,6,6,NA,6,NA,5,5,5,NA,NA,NA,1,7,1,4,1,1,1,4,1,1,6,1,1,6,6,1,1,6,1,1,1,5,4,5,5,7,5,5,5,4,1,5,7,5,4,6,6,4,5,4,7,7,7,7,1,4,7,1,-2,3,0,4.666666667,human response,human label,1.5,1.166666667,4.545454545,6,6,6,6,5,4,4,6,1,2.666666667,1,1
642ee1cb7e6da0f6158a6743,2,5,2,1,1,1,61,male,5,3,,13,4,3,6,1,5,4,6,2,3,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,6,6,6,NA,6,NA,5,4,5,NA,NA,NA,1,5,1,6,1,1,1,6,1,1,6,1,6,6,6,4,1,1,1,1,1,3,3,4,6,1,1,1,4,1,1,1,5,5,1,4,6,1,1,1,6,3,6,5,2,4,2,1,2,2,2,3.333333333,ai response,human label,1.833333333,NA,1.272727273,5,5.666666667,6,6,4.666666667,3,6,6,1,1,1,1
60fd462512ad2ae6071668f3,3,5,6,6,2,4,22,Female,5,"2,3",,11,4,3,5,1,6,5,4,2,3,2,6,4,2,4,3,6,6,7,5,6,6,6,6,NA,6,NA,6,NA,NA,NA,5,5,6,5,3,1,4,3,1,1,3,1,3,5,2,3,5,4,2,3,3,2,2,4,4,5,5,6,6,4,5,5,4,5,6,4,7,5,6,5,6,4,7,5,6,5,7,1,1,7,1,0,2,0,4.666666667,human response,ai label,1.166666667,1.833333333,5.272727273,5.428571429,6,6,6,5.333333333,4,3.5,4.5,2,2.666666667,2.5,1
62b21265a3b5b67b0f8ae791,4,5,5,4,5,3,34,Male,5,1,,9,3,4,8,1,5,6,3,2,2,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,NA,7,NA,6,5,5,NA,NA,NA,5,3,3,5,3,3,3,5,2,3,4,3,5,5,5,4,3,3,2,5,3,4,4,4,6,4,4,5,6,3,1,5,6,5,1,4,5,3,6,5,4,6,3,5,1,1,5,1,0,2,0,4,ai response,human label,1.5,NA,3.727272727,5.428571429,7,7,7,5.333333333,4,5,5,3,3.666666667,3,2.5
5f5452df72345118f58d187b,2,3,2,2,1,3,59,Male,3,3,,12,5,4,8,1,7,6,5,2,4,NA,NA,NA,NA,NA,NA,7,6,6,7,6,7,7,7,7,NA,7,NA,6,7,6,NA,NA,NA,3,6,1,3,1,1,1,5,1,2,3,1,2,2,3,4,1,1,1,1,1,5,4,4,5,5,4,3,4,1,1,4,6,4,4,3,5,4,3,1,6,7,1,7,1,1,1,1,0,-1,0,4.333333333,ai response,human label,2.333333333,NA,3,5.285714286,6.5,7,7,6.333333333,4.5,4,2.5,1.5,1,1,1
63a0f27fca07899904e593f1,4,6,1,1,1,1,58,female,3,3,,13,4,3,4,1,5,2,6,3,4,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,6,NA,6,NA,NA,NA,7,7,7,5,3,1,5,1,1,1,7,1,1,5,1,1,5,7,2,1,1,1,1,1,4,4,4,4,1,1,1,6,1,1,1,1,4,1,1,4,1,1,1,1,7,6,6,1,6,7,1,3,3,3,4,ai response,ai label,2.5,NA,1,3.857142857,6,6,6,7,4,6,6,1,1,1,1
642afe1d5b7b12b5f157d6c6,2,6,2,4,1,3,46,Male,6,3,,9,6,2,4,1,6,4,5,3,4,NA,NA,NA,NA,NA,NA,7,7,7,6,6,7,6,7,NA,7,NA,6,NA,NA,NA,5,5,5,2,5,2,3,2,1,1,4,1,2,5,2,3,5,5,2,2,2,1,1,3,4,4,4,6,5,3,1,5,2,1,3,6,6,1,4,3,2,2,1,4,5,5,7,2,1,4,1,2,1,0,4,ai response,ai label,1.166666667,NA,2.272727273,5,6.666666667,6.5,6.5,5,3.5,3.5,5,1.5,1.666666667,2.25,1
641386b1cb9a9c1e3569d4ee,3,1,3,1,1,1,51,female,3,3,,11,2,4,7,1,5,6,3,2,2,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,3,2,NA,2,NA,3,NA,NA,NA,1,1,1,1,4,1,6,1,1,1,6,1,1,6,1,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,0,2,0,1,ai response,ai label,2.166666667,NA,1,1,4.666666667,2.5,2.5,1,2.5,6,5,1,1,1,1
614f3f044ab295ed97809caa,3,5,1,1,4,1,40,Male,6,2,,9,2,4,8,2,3,4,2,3,1,NA,NA,NA,NA,NA,NA,7,7,6,6,5,6,6,7,7,NA,6,NA,6,6,6,NA,NA,NA,2,5,1,6,1,1,1,6,1,1,6,1,6,7,7,6,1,4,1,1,2,3,2,3,5,1,1,5,5,1,1,5,6,5,1,6,6,1,4,1,6,6,7,7,5,5,7,6,1,2,1,2.666666667,ai response,human label,1.333333333,NA,2.454545455,5.571428571,6.166666667,6.5,6.5,6,3.5,6,7,1,2,1.25,1
645e7b6f73146e7738e162e7,1,6,3,3,2,6,62,female,5,3,,10,2,2,4,1,6,5,4,2,3,NA,NA,NA,NA,NA,NA,6,6,6,7,7,7,6,6,6,NA,6,NA,5,6,6,NA,NA,NA,6,3,3,4,1,3,1,5,3,5,5,5,5,6,6,4,3,2,1,2,2,4,3,4,6,5,3,2,2,2,1,3,7,5,2,5,5,2,3,2,1,5,2,2,1,2,2,1,1,1,0,3.666666667,ai response,human label,1,NA,2.727272727,4.428571429,6.5,6,6,5.666666667,4.5,4.5,6,3,2.333333333,2.75,3
61281e09420f8d3f27f8d8f7,1,6,5,5,1,6,23,Male,2,3,,11,4,1,2,1,6,7,3,2,4,NA,NA,NA,NA,NA,NA,5,6,5,5,7,4,5,6,NA,6,NA,6,NA,NA,NA,4,4,4,5,3,5,1,7,4,6,2,6,7,2,3,1,2,2,4,5,4,1,6,7,4,4,5,7,7,7,7,6,7,7,7,2,7,7,7,2,7,7,1,5,7,4,6,1,1,1,1,2,2,0,4.333333333,ai response,ai label,1.166666667,NA,6.454545455,5.142857143,5.333333333,5.5,6,4,4,1.5,2,6.5,5,5.5,5
5f1302787eb0132b224916fc,2,4,3,2,1,1,52,male,3,3,,11,2,1,2,1,6,5,4,3,2,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,6,6,NA,6,NA,5,NA,NA,NA,4,4,4,1,4,3,2,1,1,1,2,1,2,3,1,5,4,4,3,1,1,1,1,2,1,3,3,6,2,1,1,4,1,1,1,7,2,1,1,5,1,1,1,4,2,2,4,1,1,2,1,0,0,0,2.333333333,ai response,ai label,1.666666667,NA,1.090909091,4.285714286,4.5,6,5.5,4,2.5,2,4,1.5,1,1.75,1
5e2d96d3bc554937d1b3917a,4,4,5,1,1,1,67,male,5,3,,9,1,2,4,2,4,5,3,1,2,3,4,3,2,2,1,7,6,6,7,6,6,7,7,NA,7,NA,6,NA,NA,NA,1,1,1,6,2,5,2,4,1,4,2,1,4,2,5,6,2,2,5,5,4,6,5,5,4,5,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,-3,-3,0,4.666666667,human response,ai label,0.833333333,0.833333333,1,1.142857143,6.333333333,7,6.5,1,4,2,2,4,4.666666667,4.75,1
63b6c18f4f13282703357493,1,5,3,6,2,6,41,Female,6,3,,9,6,4,7,1,4,3,5,2,4,1,4,6,5,5,5,6,6,6,6,6,6,6,6,6,NA,6,NA,5,5,5,NA,NA,NA,1,6,1,6,1,1,1,6,1,1,6,1,6,6,6,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,1,1,4,1,0,1,0,1,human response,human label,0.666666667,1.5,7,7,6,6,6,5,3.5,6,6,1,1,1,1
62a89318448a8592fc88ee03,2,1,3,1,1,1,41,male,6,1,,9,4,3,5,1,5,6,4,3,2,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,3,NA,3,NA,3,NA,NA,NA,3,3,4,1,7,1,7,1,1,1,7,1,1,7,1,1,7,7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,4,7,7,5,1,3,1,0,0,0,1,ai response,ai label,2.333333333,NA,1,2.857142857,4,3,3,3.333333333,4,7,7,1,1,1,1
63dac3039dddeaa909a790fb,1,4,1,3,1,5,38,Trans Woman,5,3,,9,1,2,3,1,6,4,7,2,7,1,6,5,6,2,6,5,5,4,4,4,3,5,5,NA,5,NA,4,NA,NA,NA,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,-3,-3,-3,2,human response,ai label,2,1.833333333,1,1.857142857,4.166666667,5,4.5,1,3.5,1,1,1,1,1,1
60ef2700e476748689a999f7,1,3,2,1,1,1,31,Female,3,3,,11,1,1,2,1,5,4,4,2,3,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,NA,7,NA,5,5,5,NA,NA,NA,1,5,1,1,1,1,1,1,1,1,1,2,6,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,5,1,1,2,1,-3,-3,-3,1,ai response,human label,1.666666667,NA,1.272727273,1.857142857,7,7,7,5,3,1,2,1,1,1.25,1
6483f9ebf7986bdbdbc0598c,1,1,1,1,1,1,58,Female,5,3,,10,2,3,5,3,2,4,1,2,3,NA,NA,NA,NA,NA,NA,7,7,7,7,7,5,7,7,7,NA,7,NA,6,6,6,NA,NA,NA,2,6,3,5,2,2,4,5,2,3,5,2,1,5,5,4,2,4,1,2,5,4,2,4,4,2,1,3,6,5,1,1,7,4,4,5,3,1,4,1,4,7,1,5,1,1,3,1,0,1,0,3.333333333,ai response,human label,1.5,NA,2.545454545,5,6.666666667,7,7,6,4,5,5,3.5,2.666666667,3,2
6387db71396bd54b2e9fcd09,1,6,1,2,1,1,72,woman,6,3,,13,2,4,9,2,5,4,3,2,1,1,4,5,1,4,3,7,7,7,7,7,4,7,7,NA,7,NA,7,NA,NA,NA,4,4,5,1,7,1,4,1,1,1,5,1,1,7,1,4,7,7,2,3,1,3,1,1,2,1,1,7,1,1,1,1,1,1,1,7,4,1,4,1,1,1,4,4,1,2,5,1,1,4,1,1,1,0,1.333333333,human response,ai label,1.166666667,2,1.545454545,3.571428571,6.5,7,7,4.333333333,4,4.5,7,1,1.666666667,1,1
63d13b764f00a53476867c25,2,5,4,1,3,2,35,Male,5,2,,9,2,4,7,1,6,4,5,6,3,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,NA,7,NA,6,6,6,NA,NA,NA,4,6,4,5,3,1,3,5,1,4,4,6,5,5,5,5,5,2,1,5,1,6,6,6,6,6,1,1,5,1,1,1,7,5,1,1,1,1,1,1,1,5,3,5,1,1,4,1,0,2,0,6,ai response,human label,1.666666667,NA,1.454545455,4.285714286,7,7,7,6,5,5,5,3.5,4,3.5,1
6389301d2575b8e4c1e7cc5c,1,1,1,7,4,7,60,female,5,1,,15,2,2,5,1,3,2,6,4,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,5,5,NA,6,NA,6,NA,NA,NA,6,6,6,1,4,1,1,1,1,1,2,1,1,4,1,1,6,4,6,1,1,1,1,2,1,1,1,2,4,1,3,5,1,1,1,7,5,1,1,1,1,1,1,2,3,5,5,1,1,1,1,1,0,0,1,ai response,ai label,1,NA,1.454545455,3.571428571,6,5,6,6,2.5,1.5,5,1,1,1.25,1
60e4c09a4b30f16f5a1053e7,1,7,6,2,1,4,66,female,5,3,,13,5,3,6,1,7,6,5,4,3,1,7,6,1,1,1,6,6,6,6,6,5,5,5,NA,5,NA,5,NA,NA,NA,1,1,2,4,4,5,1,4,1,1,1,1,1,4,6,6,2,2,4,5,1,5,6,5,1,1,1,5,1,1,1,5,1,1,1,6,4,1,1,2,1,1,1,4,1,2,2,1,1,1,1,-3,-3,-3,1,human response,ai label,1.166666667,0.666666667,1,3.857142857,5.833333333,5,5,1.333333333,4,1,2,1,4,5,1
5bcbd66377740000016a64b0,1,4,4,5,4,1,68,female,3,3,,13,4,2,3,1,4,3,3,2,2,NA,NA,NA,NA,NA,NA,5,4,4,4,4,2,5,5,5,NA,5,NA,1,1,4,NA,NA,NA,1,4,4,1,4,1,1,1,1,4,1,5,1,4,3,5,4,1,1,1,5,1,1,2,4,2,1,1,2,1,1,1,7,3,1,2,5,1,1,2,4,4,7,7,6,7,4,2,3,-1,0,1.333333333,ai response,human label,1,NA,1.272727273,4.142857143,3.833333333,5,5,2,2.5,1,3.5,2.5,2,4.5,1
5f81ead00afba52e71dcf414,1,6,4,7,7,7,64,Male,2,3,,13,4,2,5,2,5,4,6,3,6,5,3,6,5,2,4,6,6,5,4,4,4,5,6,6,NA,6,NA,4,4,4,NA,NA,NA,2,6,2,3,2,2,1,3,1,1,4,2,5,5,5,4,4,2,1,2,2,4,3,3,2,2,1,1,2,2,1,2,3,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,-3,-3,-3,3.333333333,human response,human label,1.333333333,3.166666667,1.545454545,2,4.833333333,5.5,6,4,4,3,5,1,2.666666667,2,1.5
60c969c12749ced10866921d,3,3,2,3,5,1,61,Male,5,3,,12,5,4,8,2,4,5,3,2,3,NA,NA,NA,NA,NA,NA,6,7,7,6,6,6,6,6,6,NA,6,NA,5,5,6,NA,NA,NA,2,5,1,4,1,1,1,5,1,1,5,1,1,7,6,1,1,1,1,1,1,2,4,4,5,3,4,2,4,1,1,3,7,4,1,4,5,1,2,1,4,5,1,4,1,1,1,1,-1,-2,-1,3.333333333,ai response,human label,1.666666667,NA,2.090909091,4.857142857,6.333333333,6,6,5.333333333,3.5,4.5,6.5,1,1,1,1
63767a851344bd887e00249e,1,2,4,1,1,1,55,Non-Binary,4,3,,11,2,1,2,1,6,5,4,3,2,1,7,5,4,2,2,5,5,5,5,6,5,3,4,5,NA,5,NA,4,4,4,NA,NA,NA,5,3,2,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,5,5,6,4,5,2,2,3,2,2,2,6,5,2,3,5,2,2,2,4,5,3,3,1,1,1,1,0,0,0,5.333333333,human response,human label,1.833333333,1.833333333,2.363636364,4.571428571,5.166666667,3.5,5,4,4,1,1,1,1,1.5,1
607ddc576718114dea38841c,1,2,4,1,1,1,58,female,5,3,,9,3,3,6,1,3,5,2,2,1,1,1,4,1,1,1,5,5,5,5,5,6,6,5,NA,5,NA,5,NA,NA,NA,4,4,4,1,5,1,1,1,1,1,4,1,1,5,1,1,5,5,4,2,1,1,1,3,2,2,2,4,1,1,1,5,1,1,1,5,5,2,2,2,1,1,1,1,5,4,4,1,3,3,1,1,1,0,2,human response,ai label,0.666666667,0.166666667,1.181818182,3.857142857,5.166666667,5.5,5,4,3,2.5,5,1,1.333333333,1.5,1
6143af8721d1445864c4f6c8,1,1,1,4,1,4,51,Male,2,"3,6",,11,5,3,5,1,4,5,6,3,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,NA,5,NA,4,4,4,NA,NA,NA,1,7,1,2,1,1,1,2,1,1,5,1,1,5,4,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,0,0,0,2,ai response,human label,2,NA,1,1,5,5,5,4,4,2,4.5,1,1,1,1
5fab06002b2fea57d77e8dc6,7,1,1,1,1,1,26,Female,3,1,,14,2,1,2,6,1,2,2,1,1,2,4,3,1,1,1,6,6,6,6,5,6,7,7,NA,7,NA,7,NA,NA,NA,4,5,4,1,7,1,7,1,1,1,7,1,1,7,1,1,7,7,2,1,1,1,1,1,4,4,4,5,4,1,3,5,4,2,5,2,5,1,5,3,1,5,3,1,5,1,1,1,1,1,1,0,0,0,4,human response,ai label,0.5,1.666666667,3.090909091,3.714285714,5.833333333,7,7,4.333333333,4,7,7,1,1,1,1
