conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags,empathy1,relevance1,fluency1,empathy2,relevance2,fluency2
hit:4345_conv:8691,4,annoyed,My mom makes me babysit my nephew all the time. I am sick of it. He is a brat.,284,It will get better put your foot down and maybe say no in a nice way to not step on any ones toes.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:4722_conv:9445,1,sad,Robin williams was my hero_comma_ still so sad he passed,271,i miss robin williams so much,5|5|4_5|5|5,,5.0,5.0,4.0,5.0,5.0,5.0
hit:4722_conv:9445,2,sad,Robin williams was my hero_comma_ still so sad he passed,10,I get that_comma_ he was a very funny fellow_comma_ sad story,5|5|4_5|5|5,,5.0,5.0,4.0,5.0,5.0,5.0
hit:4722_conv:9445,3,sad,Robin williams was my hero_comma_ still so sad he passed,271,i grew up watchim him,5|5|4_5|5|5,,5.0,5.0,4.0,5.0,5.0,5.0
hit:4722_conv:9445,4,sad,Robin williams was my hero_comma_ still so sad he passed,10,I did not really_comma_ so I see how you would be more attached,5|5|4_5|5|5,,5.0,5.0,4.0,5.0,5.0,5.0
hit:4844_conv:9689,1,disappointed,I found out that the vacation I planned for had to be cancelled. My friend got sick and is not able to go with me.,282,I found out that I had to cancel my vacation.  I am pretty bummed.,5|5|5_4|4|5,,5.0,5.0,5.0,4.0,4.0,5.0
hit:4844_conv:9689,2,disappointed,I found out that the vacation I planned for had to be cancelled. My friend got sick and is not able to go with me.,44,that is awful_comma_ hopefully you can plan another one soon,5|5|5_4|4|5,,5.0,5.0,5.0,4.0,4.0,5.0
hit:4844_conv:9689,3,disappointed,I found out that the vacation I planned for had to be cancelled. My friend got sick and is not able to go with me.,282,I hope so.  My friend had to back out at the last minute_comma_ so my plans had to change. ,5|5|5_4|4|5,,5.0,5.0,5.0,4.0,4.0,5.0
hit:4844_conv:9689,4,disappointed,I found out that the vacation I planned for had to be cancelled. My friend got sick and is not able to go with me.,44,im sorry_comma_ thats the worst,5|5|5_4|4|5,,5.0,5.0,5.0,4.0,4.0,5.0
hit:5323_conv:10646,1,ashamed,I was ashamed that I failed my LSAT and couldn't get into law school so I had to rethink what I wanted to do. ,164,I'm so upset and embarrassed that I failed my LSATs and now I can't get into law school. ,2|4|5_5|5|5,,2.0,4.0,5.0,5.0,5.0,5.0
hit:5323_conv:10646,2,ashamed,I was ashamed that I failed my LSAT and couldn't get into law school so I had to rethink what I wanted to do. ,244,Can you re-take the test?,2|4|5_5|5|5,,2.0,4.0,5.0,5.0,5.0,5.0
hit:5323_conv:10646,3,ashamed,I was ashamed that I failed my LSAT and couldn't get into law school so I had to rethink what I wanted to do. ,164,I can but it's only given a few times a year and the next one isn't for another 4 months. ,2|4|5_5|5|5,,2.0,4.0,5.0,5.0,5.0,5.0
hit:5323_conv:10646,4,ashamed,I was ashamed that I failed my LSAT and couldn't get into law school so I had to rethink what I wanted to do. ,244,Ouch that's bad.  Study hard. I'm sure youll do better next time,2|4|5_5|5|5,,2.0,4.0,5.0,5.0,5.0,5.0
hit:5574_conv:11149,1,ashamed,I should be helping chip in on a friend's birthday_comma_ but I only put in $5.,1,I should be helping chip in on a friend's birthday_comma_ but I only put in $5,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:5574_conv:11149,2,ashamed,I should be helping chip in on a friend's birthday_comma_ but I only put in $5.,284,Atleast you gave something it's the thought that counts right.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:5574_conv:11149,3,ashamed,I should be helping chip in on a friend's birthday_comma_ but I only put in $5.,1,I wish I could give more. ,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:5574_conv:11149,4,ashamed,I should be helping chip in on a friend's birthday_comma_ but I only put in $5.,284,As long as she knows where your intentions are the amount doesn't matter we all wish we can do more but we do what we can don't be down.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:5579_conv:11158,1,disappointed,came home to find my leftovers gone,514,i was thinking about my leftover Chinese food_comma_ came home and someone had eaten it,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:5579_conv:11158,2,disappointed,came home to find my leftovers gone,139,I hate it when that happens. You should get a lock for the fridge.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:5579_conv:11158,3,disappointed,came home to find my leftovers gone,514,yeah i though about it,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:5579_conv:11158,4,disappointed,came home to find my leftovers gone,139,Some people just have no consideration. You deserve to eat your leftover Chinese.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6053_conv:12106,1,jealous,I'm jealous of my friend's new house.  For his age_comma_ it's really nice!,448,I'm jealous of my friend's new house. For his age_comma_ it's really nice!,4|4|5_4|4|4,,4.0,4.0,5.0,4.0,4.0,4.0
hit:6053_conv:12106,2,jealous,I'm jealous of my friend's new house.  For his age_comma_ it's really nice!,25,how old is he or she?,4|4|5_4|4|4,,4.0,4.0,5.0,4.0,4.0,4.0
hit:6053_conv:12106,3,jealous,I'm jealous of my friend's new house.  For his age_comma_ it's really nice!,448,He's 25_comma_ and the house is at least 250k!,4|4|5_4|4|4,,4.0,4.0,5.0,4.0,4.0,4.0
hit:6053_conv:12106,4,jealous,I'm jealous of my friend's new house.  For his age_comma_ it's really nice!,25,he must be a great achiever,4|4|5_4|4|4,,4.0,4.0,5.0,4.0,4.0,4.0
hit:6367_conv:12734,1,furious,My daughter is at the age where she lies about everything,27,MY daughter lies about everything now,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6367_conv:12734,2,furious,My daughter is at the age where she lies about everything,117,Raising children is hard_comma_ to say the least. What did she lie about most recently?,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6367_conv:12734,3,furious,My daughter is at the age where she lies about everything,27,being asleep. The are also dumb lies lol,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6367_conv:12734,4,furious,My daughter is at the age where she lies about everything,117,Well that's a relief. It actually sounds fairly amusing!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6367_conv:12734,5,furious,My daughter is at the age where she lies about everything,27,Sometimes I jst shake my head lol,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6613_conv:13226,1,sad,I do not want my vacation to end. I would like to stay here forever,506,I do not want my vacation to end.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6613_conv:13226,2,sad,I do not want my vacation to end. I would like to stay here forever,271,where are you vacationing,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6613_conv:13226,3,sad,I do not want my vacation to end. I would like to stay here forever,506,I am in Bali_comma_ I would like to stay here forever_comma_ I will shed some tears for sure.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6613_conv:13226,4,sad,I do not want my vacation to end. I would like to stay here forever,271,OMG my dream vacation,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:6759_conv:13519,1,sad,When my father went into hospital_comma_ after he fell down the stairs_comma_ we had no idea he had cancer.,577,It was terminal_comma_ and the doctor said they caught it too late.,3|3|4_5|5|5,,3.0,3.0,4.0,5.0,5.0,5.0
hit:6759_conv:13519,2,sad,When my father went into hospital_comma_ after he fell down the stairs_comma_ we had no idea he had cancer.,247,What?! Are you sick or your family member?,3|3|4_5|5|5,,3.0,3.0,4.0,5.0,5.0,5.0
hit:6759_conv:13519,3,sad,When my father went into hospital_comma_ after he fell down the stairs_comma_ we had no idea he had cancer.,577,It was my father who was sick. He passed not too long ago.,3|3|4_5|5|5,,3.0,3.0,4.0,5.0,5.0,5.0
hit:6759_conv:13519,4,sad,When my father went into hospital_comma_ after he fell down the stairs_comma_ we had no idea he had cancer.,247,Oh no_comma_ I'm so sorry to hear that_comma_ it must have been hard on you,3|3|4_5|5|5,,3.0,3.0,4.0,5.0,5.0,5.0
hit:8012_conv:16024,1,disgusted,I took a bus trip to Philadelphia today. It seemed like they hadn't ever remembered to actually clean the bus. The floors were all sticky and there was a bad smell permiating the entire bus.,217,I took a bus trip to Philadelphia today. The bus was totally gross. There was sticky stuff on the floors and there was a horrible smell too.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8012_conv:16024,2,disgusted,I took a bus trip to Philadelphia today. It seemed like they hadn't ever remembered to actually clean the bus. The floors were all sticky and there was a bad smell permiating the entire bus.,616,Oh that sounds horrible. I hope it wasn't a long ride on the bus. ,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8012_conv:16024,3,disgusted,I took a bus trip to Philadelphia today. It seemed like they hadn't ever remembered to actually clean the bus. The floors were all sticky and there was a bad smell permiating the entire bus.,217,It was about 4 hours lots of time to enjoy it.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8012_conv:16024,4,disgusted,I took a bus trip to Philadelphia today. It seemed like they hadn't ever remembered to actually clean the bus. The floors were all sticky and there was a bad smell permiating the entire bus.,616,Oh no_comma_ that is a long time to be sitting in trash basically.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8290_conv:16581,1,anxious,waiting for my new car to arrive,514,my new 2018 subaru WRX is going to be delivered today!! i CANT WAIT!!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8290_conv:16581,2,anxious,waiting for my new car to arrive,448,Woohoo! That sounds like it'll be a blast to drive!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8290_conv:16581,3,anxious,waiting for my new car to arrive,514,it is so much fun! ,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8290_conv:16581,4,anxious,waiting for my new car to arrive,448,Just make sure you drive safely! :),5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8311_conv:16622,1,jealous,I'm jealous with people who have a washer and dryer.  Going to the laundromat stinks!,448,I'm jealous with people who have a washer and dryer. Going to the laundromat stinks!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8311_conv:16622,2,jealous,I'm jealous with people who have a washer and dryer.  Going to the laundromat stinks!,27,I know. I just went yesterday!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8311_conv:16622,3,jealous,I'm jealous with people who have a washer and dryer.  Going to the laundromat stinks!,448,It's such a hassle_comma_ would be nice just to walk into the other room and do it!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:8311_conv:16622,4,jealous,I'm jealous with people who have a washer and dryer.  Going to the laundromat stinks!,27,I can't wait to move and have a hook up.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9338_conv:18676,1,devastated,I met this girl on Tinder this one time. She was really into me but then she randomly denied the hell outta me.,55,I met this girl on Tinder one time and she gave me such mixed signals.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9338_conv:18676,2,devastated,I met this girl on Tinder this one time. She was really into me but then she randomly denied the hell outta me.,469,haha_comma_ welcome to Tinder! It's the app of mixed signals. Did things work out finally?,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9338_conv:18676,3,devastated,I met this girl on Tinder this one time. She was really into me but then she randomly denied the hell outta me.,55,Not really_comma_ but I got used to it ahaha.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9338_conv:18676,4,devastated,I met this girl on Tinder this one time. She was really into me but then she randomly denied the hell outta me.,469,Yeah_comma_ usually you just move on. There are plenty more fish in the sea!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9772_conv:19545,1,afraid,Amusement park this weekend,389,Man this weekend might be weird,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9772_conv:19545,2,afraid,Amusement park this weekend,119,Why weird,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9772_conv:19545,3,afraid,Amusement park this weekend,389,We're taking the kids to the amusement park and I'm scared of the coasters haha,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9772_conv:19545,4,afraid,Amusement park this weekend,119,Oh haha well that'll be interesting...at least the kids will feel good that they were braver than Mommy hahaha,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:9772_conv:19545,5,afraid,Amusement park this weekend,389,I guess I just need to try one.  I still haven't rode on one.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:10145_conv:20290,1,apprehensive,About a year ago_comma_ I was about to run my first 50 mile race.  I had broken my toe a few weeks prior and was very nervous that it wasn't going to hold up through the race.,609,Last year I was about to run my first 50 mile race.  I had broken my toes a few weeks before and wasn't sure I was going to make it.,4|5|5_5|5|5,,4.0,5.0,5.0,5.0,5.0,5.0
hit:10145_conv:20290,2,apprehensive,About a year ago_comma_ I was about to run my first 50 mile race.  I had broken my toe a few weeks prior and was very nervous that it wasn't going to hold up through the race.,290,Ouch_comma_ that's unfortunate. Hopefully it turned out okay though?,4|5|5_5|5|5,,4.0,5.0,5.0,5.0,5.0,5.0
hit:10145_conv:20290,3,apprehensive,About a year ago_comma_ I was about to run my first 50 mile race.  I had broken my toe a few weeks prior and was very nervous that it wasn't going to hold up through the race.,609,It did_comma_ thankfully I had listened to my doctor's recommendations and it healed up just enough.  It was still a pretty nerve wracking start though.,4|5|5_5|5|5,,4.0,5.0,5.0,5.0,5.0,5.0
hit:10145_conv:20290,4,apprehensive,About a year ago_comma_ I was about to run my first 50 mile race.  I had broken my toe a few weeks prior and was very nervous that it wasn't going to hold up through the race.,290,I can imagine_comma_ talk about bad timing injuring your toes!,4|5|5_5|5|5,,4.0,5.0,5.0,5.0,5.0,5.0
hit:10264_conv:20529,1,apprehensive,I remember when I was younger_comma_ our teachers would provide us with pancakes every Tuesday. I miss those days.,631,I miss the good old days when we would be given pancakes on Tuesdays at school. I loved pancake Tuesdays. ,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:10264_conv:20529,2,apprehensive,I remember when I was younger_comma_ our teachers would provide us with pancakes every Tuesday. I miss those days.,77,Mmm that sounds delicious. There is always time to make pancake Tuesdays at home!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:10264_conv:20529,3,apprehensive,I remember when I was younger_comma_ our teachers would provide us with pancakes every Tuesday. I miss those days.,631,Haha yeah_comma_ but it doesn't feel the same because I miss being able to enjoy it with all my classmates. It was always a great time full of laughter and chatter,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:10264_conv:20529,4,apprehensive,I remember when I was younger_comma_ our teachers would provide us with pancakes every Tuesday. I miss those days.,77,I see_comma_ memories will always stay_comma_ sometimes good old days just can't come back.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11090_conv:22181,1,ashamed,Back in the school_comma_ I got zero in one of the important exam. Everyone expected that I would at least pass. I was embarrassed at that time,261,Back in the school_comma_ I got zero marks in one of the important exam,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11090_conv:22181,2,ashamed,Back in the school_comma_ I got zero in one of the important exam. Everyone expected that I would at least pass. I was embarrassed at that time,479,Oh no sorry to hear that _comma_ were you able to retake it?,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11090_conv:22181,3,ashamed,Back in the school_comma_ I got zero in one of the important exam. Everyone expected that I would at least pass. I was embarrassed at that time,261,Yes_comma_ but at that time everyone expected that I would at least pass. I was very embarrassed at that time,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11090_conv:22181,4,ashamed,Back in the school_comma_ I got zero in one of the important exam. Everyone expected that I would at least pass. I was embarrassed at that time,479,I can only imagine. Its one of those things that would embarass anyone but it happens to us all at some time,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11786_conv:23572,1,anxious,I kept thinking I had left the front door unlocked whilst I was on vacation,59,I kept thinking I had left the front door unlocked whilst I was on vacation!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11786_conv:23572,2,anxious,I kept thinking I had left the front door unlocked whilst I was on vacation,139,That is a terrible feeling. I saw a movie where a family actually left their kid at home. That would be the worst.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11786_conv:23572,3,anxious,I kept thinking I had left the front door unlocked whilst I was on vacation,59,Sounds like Home Alone! Yes I was so anxious the entire time that I could not even enjoy myself.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11786_conv:23572,4,anxious,I kept thinking I had left the front door unlocked whilst I was on vacation,139,Well I hope everything turned out ok. Maybe you can send a friend to check your door.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:11794_conv:23589,1,disappointed,I am not happy with how the Eagles played yesterday_comma_ they lost to the browns of all teams,10,5,5|3|4_5|3|3,<UNIGRAM> <NUMERAL>,5.0,3.0,4.0,5.0,3.0,3.0
hit:11794_conv:23589,2,disappointed,I am not happy with how the Eagles played yesterday_comma_ they lost to the browns of all teams,748,Interesting...lol,5|3|4_5|3|3,<UNIGRAM>,5.0,3.0,4.0,5.0,3.0,3.0
hit:11794_conv:23589,3,disappointed,I am not happy with how the Eagles played yesterday_comma_ they lost to the browns of all teams,10,I am not happy with how the Eagles played yesterday_comma_ they lost to the browns of all teams- by 5 points_comma_ 5-0_comma_ what a lame game,5|3|4_5|3|3,,5.0,3.0,4.0,5.0,3.0,3.0
hit:11794_conv:23589,4,disappointed,I am not happy with how the Eagles played yesterday_comma_ they lost to the browns of all teams,748,I can't believe i made this much money with bitcoin.,5|3|4_5|3|3,,5.0,3.0,4.0,5.0,3.0,3.0
hit:12267_conv:24535,1,anxious,I am expecting a very big settlement. I can not wait,524,I am expecting a settlement i cant wait,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:12267_conv:24535,2,anxious,I am expecting a very big settlement. I can not wait,438,Nice!  Hope something horrible didn't happen to you just to get it.  You getting a lot?,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:12267_conv:24535,3,anxious,I am expecting a very big settlement. I can not wait,524,it is supposed to be half a million_comma_ a sewage pipe busted over me while i was in a store,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:12267_conv:24535,4,anxious,I am expecting a very big settlement. I can not wait,438,Wow!  That seems worth it!!!!  Wish it had happened to me! ha ha.  Hope you're healthy still and congratulations!,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:12276_conv:24553,1,devastated,Our little chihuahua was diagnosed with an auto-immune disease.  She got pancreatitis last August and then passed away in February.,56,Our little chihuahua was diagnosed with an auto-immune disease when she was just a puppy.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:12276_conv:24553,2,devastated,Our little chihuahua was diagnosed with an auto-immune disease.  She got pancreatitis last August and then passed away in February.,277,Oh no!  Were you able to take care of him with medicine or treatments?,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:12276_conv:24553,3,devastated,Our little chihuahua was diagnosed with an auto-immune disease.  She got pancreatitis last August and then passed away in February.,56,Yes_comma_ for about 6 years.  Then she got pancreatitis and kinda went downhill from there.  We just lost her in February.,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
hit:12276_conv:24553,4,devastated,Our little chihuahua was diagnosed with an auto-immune disease.  She got pancreatitis last August and then passed away in February.,277,I'm so sorry!  I know how hard it is to lose a pet!  I hope you are not sad for too long.  It sounds like you did everything you could to give it a great life. ,5|5|5_5|5|5,,5.0,5.0,5.0,5.0,5.0,5.0
