id,user_id,conversation_id,validating_emotions,validating_emotions_example,encouraging_elaboration,encouraging_elaboration_example,demonstrating_understanding,demonstrating_understanding_example,self_oriented,self_oriented_example,advice_giving,advice_giving_example,dismissing_emotions,dismissing_emotions_example,time_created
216,a0010b76ab74d675651dc71fa7a8196d,20241031142631374406,4,"Yay! I’m glad I can help. Just know better days are coming.
",2,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing. It doesn’t mean it wasn’t important to experience and learn and apply your skills. Life is also about letting go and knowing you can do better and be confident in your own skills.
",2,"Thats good to take time to process things. I think you should do exactly as you outlined and everything will be okay.
",1,N/A,4,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing. It doesn’t mean it wasn’t important to experience and learn and apply your skills. Life is also about letting go and knowing you can do better and be confident in your own skills.
",2,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing. It doesn’t mean it wasn’t important to experience and learn and apply your skills. Life is also about letting go and knowing you can do better and be confident in your own skills.
",2024-12-23 21:15:09.432534
223,879af8b1aa3069dcd86b499ac5b94541,20241031125849757353,4,I am sorry to hear that. Losing a job can be a bad experience,2,Are there some positive things you can do outside of the job hunt that can help take your mind off it?,3,I understand. Maybe just focus on taking care of the basics right now,1,Are there some positive things you can do outside of the job hunt that can help take your mind off it?,1,Are there some positive things you can do outside of the job hunt that can help take your mind off it?,1,I understand. Maybe just focus on taking care of the basics right now,2024-12-23 21:16:14.707470
229,73d717c2ffa13f661ab0a7d8876b00db,20241031142939150275,4,"Be honest, can you change your race, if not then this job may not be right for you.",3,"You feel discouraged, why? ",2,something else was going on . Nepotism?,1,Why do you think race played a role? ,3,"Be honest, can you change your race, if not then this job may not be right for you. ",3,"Be honest, can you change your race, if not then this job may not be right for you. ",2024-12-23 21:17:01.858689
234,ad9607cd23b71311243c60aae4a4888b,20241031124050492385,1,Don't be discouraged. Maybe the universe has plans to offer up something better for you.,1,"It always hurts when things like this happen but I promise you it will get better.
I know things might improve eventually, but right now it just feels like a huge setback. It's tough to stay motivated",2,It always hurts when things like this happen but I promise you it will get better.,2,I think everyone feels that way about their job. That's why we set high standards for ourselves. Because even if others don't notice our hard work we notice it ourselves.,4,You have to push to do better because then you'll have motivation when another opportunity arises.,4,I think everyone feels that way about their job. That's why we set high standards for ourselves. Because even if others don't notice our hard work we notice it ourselves.,2024-12-23 21:17:35.451367
237,3f6f8bd4de2f5b656e0b3d782048cd61,20241031142631374406,4,"That’s alright. You’ll have more opportunities in the future, you obviously have the vigor and motivation to keep making efforts to eventually get to a position you deserve to be in. ",2,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride. ",3,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing. It doesn’t mean it wasn’t important to experience and learn and apply your skills. Life is also about letting go and knowing you can do better and be confident in your own skills. ",3,"I understand, it sucks. But part of life is understanding that sometimes you will be in situations where you’re unappreciated and that your efforts were legitimately just for nothing. It doesn’t mean it wasn’t important to experience and learn and apply your skills. Life is also about letting go and knowing you can do better and be confident in your own skills. ",4,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride. ",2,Yay! I’m glad I can help. Just know better days are coming. ,2024-12-23 21:18:28.177495
239,8ffb6aaf87e97552d64533962c911842,20241031144350174874,2,"Ugh, I know the feeling. Sincerely. I know that sometimes I never feel like I'm doing enough at work or at home. I just want what's best for everyone. I know you do, too. Just keep trying your hardest",3,What else can I do?,3,"
That sounds like a great plan. Having someone to share this journey with makes ",2,"Ugh, I know the feeling. Sincerely. I know that sometimes I never feel like I'm doing enough at work or at home. I just want what's best for everyone. I know you do, too. Just keep trying your hardest",3,I feel that. Maybe if we both set better boundaries at work we could improve our home life! I'm glad you messaged me,4,What do you think might make you feel better? Or maybe what might bring that balance back?,2024-12-23 21:18:39.763236
242,7199053dc235f1d5fb580d66210c6009,20241031143721849193,5," Take all the time you need to process it and also think about other goals and options you have to look forward too and work towards, a promotion isnt your highest thing to work towards. ",4," Yea, we all wish things were different. Life just isnt fair that way. The only thing we can control is how we react to these feelings. You either let it keep you down or you move on. Theres no other choice. ",4," Yes, I agree but these are the types of situations that build perserverance. They build character. I've been there before. Its totally okay to vent though I totally get it. But try not to wallow too long you know! You are too valuable to waste your time in that manner. ",4, Take a breather and do something that you enjoy to relax and then get right back at it. We can't invest too much effort or energy into one thing. This just sets us up for disappointment ,4," Yes, I agree but these are the types of situations that build perserverance. They build character. I've been there before. Its totally okay to vent though I totally get it. But try not to wallow too long you know! You are too valuable to waste your time in that manner. ",4," No worries, you can try again. Keep your head up and you'll be rewarded eventually for your hard work. ",2024-12-23 21:18:45.455593
244,a0010b76ab74d675651dc71fa7a8196d,20241031124050492385,3,"It always hurts when things like this happen but I promise you it will get better.
",2,"Why don't you ask management if there's more that you can be doing.
",4,"I think everyone feels that way about their job. That's why we set high standards for ourselves. Because even if others don't notice our hard work we notice it ourselves.
",2,"It always hurts when things like this happen but I promise you it will get better.
",3,"Maybe you should find a different work environment.
",1,N/A,2024-12-23 21:19:03.233753
247,95da3599945ccd2fd44678823cc78579,20241031143941950562,3,I feel the same,4,when's the last time you had a vacation?,1,na,1,na,1,na,1,na,2024-12-23 21:19:57.730969
250,54b08e3b9486d43e59a02b15695c140b,20241031142939150275,2,"You feel discouraged, why?",4,Why do you think race played a role?,1,What was the person who got the job's race?,1,What was the person who got the job's race?,5,"Be honest, can you change your race, if not then this job may not be right for you.",4,"Be honest, can you change your race, if not then this job may not be right for you.",2024-12-23 21:20:42.051455
257,d7dbf20020b5f408b326be507649a3f4,20241031143721849193,4,"Yes, I agree but these are the types of situations that build perserverance",2,You either let it keep you down or you move on ,2,Keep you head up and you will be rewarded eventually,4,I've been there before,4,Take a breather and do something that yoy enjoy to relax and then get right back at it,4,"No worries, you can try again",2024-12-23 21:21:46.019523
259,3ea5228c5e9d7068ea56dc56b3dc9e15,20241031142939150275,1,"something else was going on . Nepotism?
",3,"something else was going on . Nepotism?, Why do you think race played a role?, IF you left, where would you go


",3,"Be honest, can you change your race, if not then this job may not be right for you.
",1,N/A,2,"Be honest, can you change your race, if not then this job may not be right for you.
",3,"You feel discouraged, why?
",2024-12-23 21:22:18.478105
265,514c44450fc49805730f43e2d8efb212,20241031142631374406,1,"That’s alright. You’ll have more opportunities in the future, you obviously have the vigor and motivation to keep making efforts to eventually get to a position you deserve to be in.",1,"You just need to pivot those efforts to a different avenue, focus that skill somewhere where people will appreciate it and will notice how unfair you were treated. You should acknowledge that you yourself know how long and hard you worked, and thats honestly all you should need- self pride.",,,,,,,,,2024-12-23 21:23:56.301239
267,f547758f7676db99a709ca0fb0a6b3dc,20241031150253617689,5,"i'm so sorry to hear about that, how are you feeling ",3,i understand you put so much effort and it wasnt the way you hoped it would end. just know i am here for you,5,i understand you put so much effort and it wasnt the way you hoped it would end. just know i am here for you,3,yes i completely understand. have you considered,4,"i understand, maybe give it time to process your feelings then maybe you can approach them",5,i understand,2024-12-23 21:24:13.289407
270,481f3bd54f43e172f33ad6b7e20e143e,20241031142025401692,3,Somewhat validated their emotions by telling them that they felt the same way when it happened to them,1,Did not really encourage elaboration,2,Told them they understood but failed to paraphrase back ,4,Talked about their own experiences with their own employer,5,"Told friend to reach out to employer to ask why, and told them to leave the company entirely as it may be the wrong fit. Friend did not ask for advice.",3,Told them that they could easily consider other options without considering their feelings in the moment,2024-12-23 21:26:46.693117
271,54b08e3b9486d43e59a02b15695c140b,20241031142609584451,4,can you tell me more about that?,5,when did this start?,2,I feel you should try mindfulness meditation. It will help to take a step back from everything.,1,when did this start?,5, feel you should try mindfulness meditation. It will help to take a step back from everything,,,2024-12-23 21:27:30.692848
273,e8a1b996821dcb708b7179f8f006dde3,20241031144401095945,1,"If you feel you're being undervalued then maybe you are. You might just need to accept that fact.
",4,"So what are you planning on doing next?
",3,"There's not really a way to know that so you're going to have to just choose on what you feel is going to be a better use of your time.
",1,"Maybe just do the bare minimum until you aren't disheartened anymore then make the decision after considering all of the factors involved.
",4,"If you feel you're being undervalued then maybe you are. You might just need to accept that fact.
",5,"Well it's up to you to make that decision, whether to waste time and energy for a fruitless endeavor or just do the bare minimum.
",2024-12-23 21:28:51.758907
278,d7dbf20020b5f408b326be507649a3f4,20241031130310482335,4,"Wow, I'm sorry to hear that. Are you okay?",4,I understand and i am here for you. Is there anything I can do?,3,I understand and i am here for you,2,I am here and can help you with that,2,You got this!,2,I hear you. Do you have any plans?,2024-12-23 21:30:43.348420
281,f547758f7676db99a709ca0fb0a6b3dc,20241031143420587455,2," Wow, thats horrible. What happened? ",4,I’m so sorry. I bet that was difficult and upsetting. Your boss sounds extremely dismissive and shitty,5,"He definitely shouldve shown more respect, especially since he was doing something as life-altering as literally firing you. Whats your game plan now?",3,"I can help you with your resume and the job search, but make sure you take time to yourself to figure things out and what you want to do",5,"I can help you with your resume and the job search, but make sure you take time to yourself to figure things out and what you want to do",5,"Thats a really good idea to keep looking for that balance, hopefully things work out for you eventually and you get your life back on track again. But please recognize you do need at least a little time to figure things out, even if you feel pressure",2024-12-23 21:34:33.053177
283,d7dbf20020b5f408b326be507649a3f4,20241031143623775499,3,Damn. I''m so sorry to hear that,4,Did they tell you why?,4,"That's the spirit. Look, i empathize with you",4,I lost my favorite job ever last year,3,I know it feels tough. But just keep focusing on what you want to do next,3,Headup. ,2024-12-23 21:35:45.927636
284,481f3bd54f43e172f33ad6b7e20e143e,20241031142911674809,5,"""thats so difficult"" ""I would feel the same way""",4,"Asked ""Do you want to talk about it more"" several times to continue conversation.",3,"""its hard when what you thought you wanted doesn't end up feeling like you thought it would."" shows she read her message and is trying to understand what she is saying, she also says ""i understand' multiple times.",1,"Allows the other person to control the conversation and makes sure they are comfortable to continue talking ""would you like to continue talking about it""",1,"Does not offer advice but offers to help brainstorm if needed, does not continue when rejected though.",1,Does not dismiss emotions.,2024-12-23 21:38:09.076692
285,2ad8de1995ca0c715c260686b13653ee,20241031125849757353,4,I am sorry to hear that. Losing a job can be a bad experience,4,Are there some positive things you can do outside of the job hunt that can help take your mind off it,4,I understand. clearing your head is important though and can help you focus better on the job hunt.,4,I understand. clearing your head is important though and can help you focus better on the job hunt.,4,Starting over can be a tough challenge. Keep in mind that this period will pass and sometimes starting over can be a positive experience,4,I understand. Maybe just focus on taking care of the basics right now,2024-12-23 21:40:28.993349
288,e6a2c97e98567ec24d281d889870241c,20241031142326744348,1,"The responses of the ""supporter"" seems be very discouraging instead of uplifting.",1,The person provided very a short response to each comment.,3,"The ""supporter"" understood what they were saying, but wasn't giving them any supportive words.",3,"I'll say somewhat. The ""supporter"" You seem to always put people first over yourself.",1,"The ""supporter"" provided harsh responses such as ""Quit""",4,Quit,2024-12-23 21:45:09.085132
290,e6a2c97e98567ec24d281d889870241c,20241031145619979111,4,I am so sorry to hear this. I understand how devastating this can be. Do you want a listening ear?,5,It is not out of the ordinary to feel frustrated when things don't go as well as we want them to. What other ways can you work towards that promotion?,3,"I am sorry, I get feeling stuck. What do you think you need right now to help you work through this time?",3,Do you want suggestions to ease your mind?,5,Know that you are extremely hardworking and that your hard work will eventually pay off. This is just a setback for a major comeback. Do not allow it to tear you down.,1,"Do you think taking a walk, journaling or meditation could help?",2024-12-23 21:49:10.931060
296,4829c1aa69488166735c565f4ddbaa01,20241031130310482335,4,Wow Im sorry to hear that. Are you ok?,5,I hear you. Do you have any plans?,3,You got this!,4,I understand and I am here for you.,4,"I am here and can help you with that
",3,"You got this!
",2024-12-23 21:55:31.333887
300,0bec4e525d64d388030396d54bd6fb23,20241031142922509539,5,It is okay to feel overwhelmed while you process,3,How long had you been with the company?,1,There is not a clear a example of the supporter paraphrasing the partner's statements to demonstrate their their understanding,1,There is not a clear example of the supporter shifting themselves,1,There is not a clear example of the supporter providing unsolicited advice.,1,There is not clear example of the supporter dismissing their partner's emotions,2024-12-23 22:02:10.088985
302,16fa431ac1db18376a3531c8e68ba1f3,20241031145117414259,5,"They were able to relate to what the person felt because they also experienced it and asked if they were feeling okay, giving them a chance to explain how they felt emotionally more in detail.",,,,,,,,,,,2024-12-23 22:03:45.146929
303,72a6afbc484ff48658110dc3eb9caebb,20241031143714391442,2,"""I feel for you. That has to be hard.""",5,"What is one simple thing that would have made today better at work?
",1,NA,1,NA,1,NA,3,"Are there any parts of the job that you really enjoy?
",2024-12-23 22:03:46.585501
304,4829c1aa69488166735c565f4ddbaa01,20241031143714391442,5,I feel for you. That has to be hard.,4,"How long have you felt like this?
",4,What about the new job is making you feel like this? Do you think it is temporary and that it might improve with time?,5,"Okay...let's keep talking and try to figure out what you need.
",5,"Have you talked to your boss or significant other about this?
",5,"Are there any parts of the job that you really enjoy?
",2024-12-23 22:04:53.035206
306,2ad8de1995ca0c715c260686b13653ee,20241031144410053256,3,"Ah yes, I totally hear what you are saying.",4,"
Have you tried reaching out to your family for more help at home?",4,"Ah yes, I totally hear what you are saying.",3,"Ah yes, I totally hear what you are saying.",3,Sounds like you feel overwhelmed. What do you think has been contributing to this feeling?,3,"Ah yes, I totally hear what you are saying.",2024-12-23 22:06:20.391360
311,4682c163725687c7a3220babf3ee6b01,20241031144225966527,4,I hate to hear this. Do you need me to just listen right now?,4,What exactly is going on if you don't mind me asking and how do you need me to show up for you during this time?,3,"Ugh, is there any possibility that you can get some time off to get a breather?",1,"Every small step is a milestone, remember that. You are loved, seen and heard",4,"Please be kind to yourself and give yourself grace. I know it does not seem like things will be okay, but they definitely will get better. Prioritizing yourself can be hard but, take one step at a time. Take a walk and clear your mind, maybe that would be a good start?",1,"Please be kind to yourself and give yourself grace. I know it does not seem like things will be okay, but they definitely will get better. Prioritizing yourself can be hard but, take one step at a time. Take a walk and clear your mind, maybe that would be a good start?",2024-12-23 22:08:36.597071
318,72a6afbc484ff48658110dc3eb9caebb,20241031143614621777,5,"I'm sure that was so difficult, even if you did feel it coming. I would feel the same way.",4,Do you want to talk about it?,2,I think it is very smart to make sure to take the time to mourn something that was so important to you.,2,I would feel the same way.,1,NA,1,NA,2024-12-23 22:14:51.784430
320,2ad8de1995ca0c715c260686b13653ee,20241031145117414259,3,I know you'll be able to figure out the right thing. I support you either way. You certainly have been there a long time and are one of their top workers.,3,"I feel that. Man, I feel let-down for you... I wish there was something I could say. Do you think you'll keep your position there now?",3,"Well, I can understand that. When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did. We're friends now, believe it or not. I know that you're going to end up getting an even better spot",2,"Yeah, take some time to think about it. You can call me or text me any time. I feel like I'm going through this with you",1,"Well, I can understand that. When I didn't get my promotion I was really upset with my co-worker that got it. But, I watched how good he was and knew he deserved it as much as I did. We're friends now, believe it or not. I know that you're going to end up getting an even better spot.",1,Love you,2024-12-23 22:15:59.536227
322,1f9289be001a69973e222767d124cc7a,20241031145838989513,2,Ugh. that stinks. is the other person qualified?,2,Ugh. that stinks. is the other person qualified?,1,Don't feel too down. it's no reflection on you. you're great at your job. Must just be something better in your future.,3,Hey I'm always here to encourage you or give you a swift kick of motivation as needed. hahaha,5,Do what you do for you. And you will find joy in the process when you don't seek validation from others. someone out there is waiting for you and your exceptional skills.,4,Don't feel too down. it's no reflection on you. you're great at your job. Must just be something better in your future. ,2024-12-23 22:24:37.588046
327,5cb6a7ed67d1d0b1d279b0381b66a40c,20241031141852450492,4,"I totally get that, it's hard to not think about something happening that is totally beyond your control",3,"Of course, I am always hear for a vent session or a chat.",4,you were working so hard to get that,4,That's how I feel applying to jobs right now - so many rejections for jobs that I KNOW I would be good at,2,We should grab drinks and drown our sorrows together lol,1,"I totally get that, it's hard to not think about something happening that is totally beyond your control.",2024-12-23 22:43:28.991220
329,5cb6a7ed67d1d0b1d279b0381b66a40c,20241031144401095945,1,So what are you planning on doing next?,3,So what are you planning on doing next?,1,"Well it's up to you to make that decision, whether to waste time and energy for a fruitless endeavor or just do the bare minimum.",1,If you feel you're being undervalued then maybe you are. You might just need to accept that fact.,5,Maybe just do the bare minimum until you aren't disheartened anymore then make the decision after considering all of the factors involved.,4,"Well it's up to you to make that decision, whether to waste time and energy for a fruitless endeavor or just do the bare minimum.",2024-12-23 22:51:52.793433
335,b07320e4663787662fd3b63d69e64571,20241031142911674809,5,That's so difficult. It's hard when what you thought you wanted doesn't end up feeling like you thought it would.,4,I'm so sorry you're feeling that way. Do you want to talk more about it?,4,I totally understand. Sometimes you just need a moment to feel those emotions and give yourself the grace to be upset.,2,I understand. I would feel the same way.,2,I understand. I would feel the same way.,1,That's so difficult. It's hard when what you thought you wanted doesn't end up feeling like you thought it would.,2024-12-26 18:12:32.220905
339,cd1196bba9bd4d690a7f999417efb0ba,20241031145838989513,2,Maybe God has something better in store for you!,3,Ugh. that stinks. is the other person qualified?,1,Do what you do for you. And you will find joy in the process when you don't seek validation from others. someone out there is waiting for you and your exceptional skills,1,Hey I'm always here to encourage you or give you a swift kick of motivation as needed. hahaha,2,Do what you do for you. And you will find joy in the process when you don't seek validation from others. someone out there is waiting for you and your exceptional skills.,2,Maybe God has something better in store for you!,2024-12-26 18:14:40.979847
340,d64660455fa0cbfabe816c31fd101bb8,20241031142911674809,5,I understand. I would feel the same way.,5,I'm so sorry you're feeling that way. Do you want to talk more about it? ,4,That's so difficult. It's hard when what you thought you wanted doesn't end up feeling like you thought it would. ,1,NA,2,I totally understand. Sometimes you just need a moment to feel those emotions and give yourself the grace to be upset. ,1,NA,2024-12-26 18:15:04.729886
342,84c91de4db396cd26bc1e21cdb681f53,20241031145619979111,5,I am so sorry to hear this. I understand how devastating this can be. Do you want a listening ear?,4,"
I am sorry, I get feeling stuck. What do you think you need right now to help you work through this time? ",5,It is not out of the ordinary to feel frustrated when things don't go as well as we want them to. What other ways can you work towards that promotion,1,"
Do you want suggestions to ease your mind? ",5,Know that you are extremely hardworking and that your hard work will eventually pay off. This is just a setback for a major comeback. Do not allow it to tear you down.,1,Know that you are extremely hardworking and that your hard work will eventually pay off. This is just a setback for a major comeback. Do not allow it to tear you down.,2024-12-26 18:15:59.640899
343,9ebb426b0a631c75844e2d5deb36e6ed,20241031142922509539,5,"Its okay to feel overwhelmed while you process, but you will be a huge asset to any company",4,how long had you been with the company,4,"I understand your worry. I hope you are able to find something that is a good fit quickly.
",1,the supporter does not shift the focus to themselves,4,"I hope the layoff came with a severance package to help you until you can find a new job
",1,The supporter consistently acknowledges and empathizes with the partner’s emotions,2024-12-26 18:16:08.698576
345,cd1196bba9bd4d690a7f999417efb0ba,20241031131104204354,4,You are a hard worker and intelligent,3,Oh I'm sorry to hear that. Is there anything I can do?,1,I am here whenever you need me and You will get it next time,3,I am here whenever you need me and You will get it next time,1,If you need me for anything llet me know,2,Take some time for yourself and hopefully you will feel better,2024-12-26 18:17:01.371740
346,c8f2394455e8df17429c1bac0b8432e2,20241031144856903579,4,""" I know it can be hard"" ""I understand."" ""I understand the feeling. Must of kind of hurt too, huh? Seeing all that hard work you put in go out the door.""",4,Do you wanna talk about what happened? Have you applied to any other jobs?,2,""" Must of kind of hurt too, huh? Seeing all that hard work you put in go out the door.""",1,NA,2," Just spend some time thinking about what you wanna do, make lists, write in a journal",1,NA,2024-12-26 18:17:29.116511
349,92ebba1ca02499ab01330f50b57e7f00,20241031145640298594,4," That sounds like a really tough thing to have to go through and only compounds with your stress about work, I'm really sorry to hear that. ",5, Would you like to elaborate on why you feel failure? ,4," I'm sorry to hear that you aren't getting to spend as much time with your family, and that it's making you feel guilty. Has anyone in your family expressed any negative emotion regarding to you working more? ",2," I've gone through this before and know that it can be a difficult situation to navigate. Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately? ",2,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are!",2, It can be tough getting even a second to yourself when you take on new responsibilities. ,2024-12-26 18:17:48.769134
355,425bfeba071e954c7039b8313eac1ba4,20241031150832963315,3,"1) That must be devastating...
2) I understand how you feel...",4,"1) did you ask why
2) understanding why would help justify your hard work",1,N/A,1,N/A,3,"understanding why would help you justify your hard work
you have to calm down and not blame yourself
",2," you have to calm down
I want you to chest up
",2024-12-26 18:18:57.828846
358,dfc56b816034a370681f19e8d0705417,20241031144618187410,4,i understand sometimes life gets hard,4,have you tired going back to doing yoga or even try doing it at home for 10 mins to see how you fee,4,i understand sometimes life gets hard,1,n/a,4,did you talk about it with anyone,1,n/a,2024-12-26 18:19:15.999802
359,d64660455fa0cbfabe816c31fd101bb8,20241031145659196118,3,That's understandable.,3,What was your position / role?,2,"I lost my job similarly recently, so I get it.",3,"I lost my job similarly recently, so I get it.",3,You said you anticipated it coming - have you begun applying to other places? Maybe you could obtain a similar role elsewhere,3,"That's understandable. But to look on the bright side, it seems that company was having a rough time if there were budget cuts. It's an opportunity to start fresh at a more stable workplace",2024-12-26 18:19:19.469798
363,67db741b541e75ef3478f38681e8c19d,20241031124638971163,2,Maybe once in a while with answers back like your not alone but they really didn't validate it much at all,2,Everyone's life experience is subjective. Just follow what matters to you.,3,I just keep tunnel vision and stay focused,3,I feel that way everyday myself,4,"I just keep tunnel vision and stay focused
",3,Yes I do because I also have a tendency to focus rather hard on things that hold no weight,2024-12-26 18:19:34.458988
372,9f03442c1dc6fe1569a3c2a269b808c1,20241031144410053256,5,Oh dear I'm sorry to hear that you have been feeling isolated.,5,Sounds like you feel overwhelmed. What do you think has been contributing to this feeling?,5,"I'm hearing that you feel pulled in too many directions, like a piece of string cheese!",2,Has something changed recently in your day to day life?,1,"Ah yes, I totally hear what you are saying.",4,"Not even enough of you to make a pizza, eh?",2024-12-26 18:20:57.629779
375,c8f2394455e8df17429c1bac0b8432e2,20241031145139367719,3,I know it can be overwhelming. you have every right to not feel ok. ,2, Is it something you had started to plan for?,1,NA,1,NA,3,"""do something that you enjoy/ makes you happy then start looking or planning.""
""maybe now is the time for you to follow your own passions""
""tak ethings one day at a time and get back into the swing of thigs when you are ready""",1,NA,2024-12-26 18:21:22.103231
378,9ebb426b0a631c75844e2d5deb36e6ed,20241031145103738386,5,"Do you have any idea why they may have passed you over? Either way, please don't feel down. You not being promoted isn't indicative of your competency or worth",5,Do you like your current position? what do you currently do for a living?,4,"Sometimes it is out of our control, but it may very well have nothing to do with you",1,None,2,Do you like your current position? what do you currently do for a living?,1,None,2024-12-26 18:21:43.047606
382,b2fc50747081704d735601931ad986b1,20241031145619979111,4,"""It is not out of the ordinary to feel frustrated when thing's don''t go as well as we want them to.""",5,"Do you think taking a walk, journaling or meditation could help?",3,"I am sorry, I get feeling stuck. ",1,I get feeling stuck,2,"Do you think taking a walk, journaling or meditation could help?",1,I understand how devastating this can be,2024-12-26 18:22:31.290590
390,b0bcb1ad8c3f1e429022b5075b46c384,20241031145640298594,5,"the supporter states ""I've gone through this before and know that it can be a difficult situation to navigate""",5,"The supporter asks ""Do you feel that this has come on for any specific reason, or have you just not been feeling yourself lately?""",5,"The supporter says ""It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are!""",1,"the last thing the supporter asks is ""Would you like to elaborate on why you feel failure?""",5,"It's important to acknowledge that your promotion is evidence that you are capable and that other people at your organization know that as well, you deserve to be where you are!",1,the supporter didnt dismiss their partners emotions,2024-12-26 18:23:06.398453
391,817c836befe92746ee9b2b5271a920b6,20241031150832963315,5,"that must be devastating, did you ask why",3,"yes but understanding why would help you justify your hard work
",5,I understand how you feel,1,you are the best to me and I want you to chest up and believe that too,5,yeah but you have to calm down and not blame yourself,1,I understand how you feel,2024-12-26 18:23:27.588709
394,e959c95462b1736e226054fd0e4ec260,20241031145139367719,2,While the supporter was offering some support they were NOT offering much sympathy. ,3,The supporter was offering suggestions to help the partner.,3,In some ways things were being repeated back to the partner.,1,I do not feel they ever included themselves in the responses,4,Yes I feel the supporter was trying to hard to be encouraging when the partner needed more sympathy at this time.,2,Yes I feel the partner was being dismissed somewhat. Kindly but still dismissed.,2024-12-26 18:23:47.451835
398,25c7a76e69b672dbc7ff535dec1186ab,20241031143028878832,1,"Seems like this person need to find their way.
",1,"Pray to god to for guidance
",2,"I’m here for you
",1,"Seems like this person need to find their way.
",5,"Pray to god to for guidance
",2,"There ways to help you feel better such as reading or go to a park
",2024-12-26 18:23:58.994148
403,2b3d1da4a4470311b7adf8a74c58f3aa,20241031142609584451,1,when did this start?,5,"do you think the promotion is the cause behind it?
",1,"if you are to describe the emotion with one word, what will it be?
",1,"have you tried to actually talk to the people you care about?
",4,"I feel you should try mindfullness meditation. It will help to take a step back from everything
",3,"have you every tried taking a step back from everything and re caliberate?
",2024-12-26 18:24:30.839621
407,258890d7939c0f0ef5fbf7b694704175,20241031150832963315,3,"I say ""somewhat"" because twice the blue acknowledges it must be hard and they understand, but more often pushes the grey to do something about and ignores what the grey is saying. Instead just trying to push a fix and trying to get grey to drop their feelings immediately.",2,"They asked once ""did you ask why"" and then didn't ask anything else. ",1,They gave short answers with no paraphrasing. ,,,,,,,2024-12-26 18:25:03.630979
409,9ebb426b0a631c75844e2d5deb36e6ed,20241031124638971163,5,Yes all the time,1,none,1,none,2,I feel that way everyday myself.,2,Everyone's life experience is subjective. Just follow what matters to you.,1,none,2024-12-26 18:25:11.985725
412,099da030ed8887d958354848f98113e4,20241031143614621777,5,I'm sure it does feel really daunting. I would feel the same way. Do you think you need more time to process emotionally before moving forward?,5,Do you think you need more time to process emotionally before moving forward?,4,"I'm sure that was so difficult, even if you did feel it coming. I would feel the same way.",2,"I'm sure that was so difficult, even if you did feel it coming. I would feel the same way.",1,Not applicable.,1,N /A,2024-12-26 18:25:31.100305
419,90fb08a8f042fa876d0e5485ac54d9a8,20241031130310482335,3,What is one of the main things that are overwhelming and how can I help?,5,What is one of the main things that are overwhelming and how can I help?,1,"NA
",1,NA,1,NA,2,You got this!,2024-12-26 18:26:00.560519
421,4864d7f2a1e0a44e8880c48d8ed204f4,20241031150832963315,3,I understand how you feel,3,"that must be devastating, did you ask why",1,NA,3,I understand how you feel,4,"yeah but you have to calm down and not blame yourself
you are the best to me and I want you to chest up and believe that too",3,yeah but you have to calm down and not blame yourself,2024-12-26 18:26:07.652222
424,084db272560411c55d543be957a23c67,20241031142631374406,2,"Only one (possibly two) responses actually validated the user (""I understand"") and (""Thats good""), but did so very minimally",1,No questions were asked and if anything it seemed discouraging more than encouraging,1,The amount of paraphrasing is essentially zero,5,"There is quite a lot of ""I"" and the conversations ends with self congratulation despite the user repeatedly pushing back",3,"Even after stating ""I appreciate the encouragement"" they ignored the users feelings in order to provide advice",,,2024-12-26 18:26:22.174468
427,bb0cd088636d746538bb33872c3b84db,20241031144225966527,5,"I hate to hear this, I know it does not seem like things will be okay, You are loved, seen and heard, Don't every feel like you are letting ANYONE down",5,What exactly is going on if you don't mind me asking and how do you need me to show up for you during this time?,3,"Ugh, is there any possibility that you can get some time off to get a breather?",1,na,5,"Please be kind to yourself and give yourself grace. I know it does not seem like things will be okay, but they definitely will get better. Prioritizing yourself can be hard but, take one step at a time. Take a walk and clear your mind, maybe that would be a good start?",1,NA,2024-12-26 18:26:34.286055
433,3dace051807cce3408d1d772793a05e9,20241031124638971163,3,You definitely aren't the only one.,2,Being on autopilot,3,Yes I do because I also have a tendency to focus rather hard on things that hold no weight,5,I feel that way everyday myself.,5,Everyone's life experience is subjective. Just follow what matters to you.,4,That's the fun part,2024-12-26 18:26:52.223895
